date,year,month,day,weekday,hour,demand,temperature
1988/10/24,1988,10,24,1,17,2049,57
1988/10/24,1988,10,24,1,18,2201,56
1988/10/24,1988,10,24,1,19,2404,53
1988/10/24,1988,10,24,1,20,2432,52
1988/10/24,1988,10,24,1,21,2324,50
1988/10/24,1988,10,24,1,22,2125,50
1988/10/24,1988,10,24,1,23,1860,48
1988/10/24,1988,10,24,1,24,1614,46
1988/10/25,1988,10,25,2,1,1446,48
1988/10/25,1988,10,25,2,2,1380,48
1988/10/25,1988,10,25,2,3,1359,49
1988/10/25,1988,10,25,2,4,1358,50
1988/10/25,1988,10,25,2,5,1431,50
1988/10/25,1988,10,25,2,6,1701,50
1988/10/25,1988,10,25,2,7,2211,48
1988/10/25,1988,10,25,2,8,2519,48
1988/10/25,1988,10,25,2,9,2481,49
1988/10/25,1988,10,25,2,10,2373,49
1988/10/25,1988,10,25,2,11,2314,50
1988/10/25,1988,10,25,2,12,2233,50
1988/10/25,1988,10,25,2,13,2164,50
1988/10/25,1988,10,25,2,14,2102,51
1988/10/25,1988,10,25,2,15,2040,52
1988/10/25,1988,10,25,2,16,2030,54
1988/10/25,1988,10,25,2,17,2089,54
1988/10/25,1988,10,25,2,18,2240,51
1988/10/25,1988,10,25,2,19,2438,49
1988/10/25,1988,10,25,2,20,2451,49
1988/10/25,1988,10,25,2,21,2315,50
1988/10/25,1988,10,25,2,22,2128,50
1988/10/25,1988,10,25,2,23,1890,50
1988/10/25,1988,10,25,2,24,1642,49
1988/10/26,1988,10,26,3,1,1455,50
1988/10/26,1988,10,26,3,2,1375,50
1988/10/26,1988,10,26,3,3,1351,50
1988/10/26,1988,10,26,3,4,1350,50
1988/10/26,1988,10,26,3,5,1415,50
1988/10/26,1988,10,26,3,6,1688,50
1988/10/26,1988,10,26,3,7,2200,50
1988/10/26,1988,10,26,3,8,2491,50
1988/10/26,1988,10,26,3,9,2448,50
1988/10/26,1988,10,26,3,10,2348,51
1988/10/26,1988,10,26,3,11,2284,51
1988/10/26,1988,10,26,3,12,2195,51
1988/10/26,1988,10,26,3,13,2161,51
1988/10/26,1988,10,26,3,14,2104,53
1988/10/26,1988,10,26,3,15,2042,53
1988/10/26,1988,10,26,3,16,2037,54
1988/10/26,1988,10,26,3,17,2078,53
1988/10/26,1988,10,26,3,18,2242,48
1988/10/26,1988,10,26,3,19,2485,45
1988/10/26,1988,10,26,3,20,2531,48
1988/10/26,1988,10,26,3,21,2451,47
1988/10/26,1988,10,26,3,22,2284,47
1988/10/26,1988,10,26,3,23,2047,45
1988/10/26,1988,10,26,3,24,1777,44
1988/10/27,1988,10,27,4,1,1613,43
1988/10/27,1988,10,27,4,2,1572,41
1988/10/27,1988,10,27,4,3,1572,42
1988/10/27,1988,10,27,4,4,1599,40
1988/10/27,1988,10,27,4,5,1695,39
1988/10/27,1988,10,27,4,6,2022,39
1988/10/27,1988,10,27,4,7,2605,40
1988/10/27,1988,10,27,4,8,2953,39
1988/10/27,1988,10,27,4,9,2876,40
1988/10/27,1988,10,27,4,10,2690,43
1988/10/27,1988,10,27,4,11,2530,47
1988/10/27,1988,10,27,4,12,2361,51
1988/10/27,1988,10,27,4,13,2262,51
1988/10/27,1988,10,27,4,14,2197,51
1988/10/27,1988,10,27,4,15,2118,52
1988/10/27,1988,10,27,4,16,2121,52
1988/10/27,1988,10,27,4,17,2182,51
1988/10/27,1988,10,27,4,18,2404,49
1988/10/27,1988,10,27,4,19,2633,46
1988/10/27,1988,10,27,4,20,2644,45
1988/10/27,1988,10,27,4,21,2549,45
1988/10/27,1988,10,27,4,22,2372,45
1988/10/27,1988,10,27,4,23,2105,44
1988/10/27,1988,10,27,4,24,1822,43
1988/10/28,1988,10,28,5,1,1661,42
1988/10/28,1988,10,28,5,2,1614,42
1988/10/28,1988,10,28,5,3,1609,41
1988/10/28,1988,10,28,5,4,1640,40
1988/10/28,1988,10,28,5,5,1748,38
1988/10/28,1988,10,28,5,6,2093,39
1988/10/28,1988,10,28,5,7,2667,37
1988/10/28,1988,10,28,5,8,2995,37
1988/10/28,1988,10,28,5,9,2940,38
1988/10/28,1988,10,28,5,10,2764,39
1988/10/28,1988,10,28,5,11,2602,44
1988/10/28,1988,10,28,5,12,2408,48
1988/10/28,1988,10,28,5,13,2268,54
1988/10/28,1988,10,28,5,14,2159,54
1988/10/28,1988,10,28,5,15,2085,55
1988/10/28,1988,10,28,5,16,2056,56
1988/10/28,1988,10,28,5,17,2092,55
1988/10/28,1988,10,28,5,18,2252,51
1988/10/28,1988,10,28,5,19,2468,45
1988/10/28,1988,10,28,5,20,2442,47
1988/10/28,1988,10,28,5,21,2355,47
1988/10/28,1988,10,28,5,22,2224,46
1988/10/28,1988,10,28,5,23,2044,46
1988/10/28,1988,10,28,5,24,1809,46
1988/10/29,1988,10,29,6,1,1614,45
1988/10/29,1988,10,29,6,2,1528,45
1988/10/29,1988,10,29,6,3,1501,46
1988/10/29,1988,10,29,6,4,1490,47
1988/10/29,1988,10,29,6,5,1513,47
1988/10/29,1988,10,29,6,6,1616,46
1988/10/29,1988,10,29,6,7,1790,46
1988/10/29,1988,10,29,6,8,2067,46
1988/10/29,1988,10,29,6,9,2393,48
1988/10/29,1988,10,29,6,10,2501,50
1988/10/29,1988,10,29,6,11,2436,55
1988/10/29,1988,10,29,6,12,2294,58
1988/10/29,1988,10,29,6,13,2157,58
1988/10/29,1988,10,29,6,14,2045,58
1988/10/29,1988,10,29,6,15,1948,58
1988/10/29,1988,10,29,6,16,1911,58
1988/10/29,1988,10,29,6,17,1970,57
1988/10/29,1988,10,29,6,18,2115,55
1988/10/29,1988,10,29,6,19,2245,56
1988/10/29,1988,10,29,6,20,2179,55
1988/10/29,1988,10,29,6,21,2051,54
1988/10/29,1988,10,29,6,22,1908,54
1988/10/29,1988,10,29,6,23,1760,52
1988/10/29,1988,10,29,6,24,1603,52
1988/10/30,1988,10,30,7,1,1447,51
1988/10/30,1988,10,30,7,2,1314,51
1988/10/30,1988,10,30,7,3,1293,49
1988/10/30,1988,10,30,7,4,1286,50
1988/10/30,1988,10,30,7,5,1312,50
1988/10/30,1988,10,30,7,6,1390,52
1988/10/30,1988,10,30,7,7,1551,52
1988/10/30,1988,10,30,7,8,1850,52
1988/10/30,1988,10,30,7,9,2107,53
1988/10/30,1988,10,30,7,10,2214,54
1988/10/30,1988,10,30,7,11,2197,55
1988/10/30,1988,10,30,7,12,2146,55
1988/10/30,1988,10,30,7,13,2093,56
1988/10/30,1988,10,30,7,14,2033,57
1988/10/30,1988,10,30,7,15,1987,58
1988/10/30,1988,10,30,7,16,1989,58
1988/10/30,1988,10,30,7,17,2097,57
1988/10/30,1988,10,30,7,18,2259,57
1988/10/30,1988,10,30,7,19,2248,57
1988/10/30,1988,10,30,7,20,2149,57
1988/10/30,1988,10,30,7,21,2036,57
1988/10/30,1988,10,30,7,22,1870,57
1988/10/30,1988,10,30,7,23,1637,54
1988/10/30,1988,10,30,7,24,1445,54
1988/10/31,1988,10,31,1,1,1320,56
1988/10/31,1988,10,31,1,2,1271,55
1988/10/31,1988,10,31,1,3,1264,52
1988/10/31,1988,10,31,1,4,1287,51
1988/10/31,1988,10,31,1,5,1375,49
1988/10/31,1988,10,31,1,6,1679,51
1988/10/31,1988,10,31,1,7,2199,50
1988/10/31,1988,10,31,1,8,2430,51
1988/10/31,1988,10,31,1,9,2365,51
1988/10/31,1988,10,31,1,10,2255,54
1988/10/31,1988,10,31,1,11,2168,60
1988/10/31,1988,10,31,1,12,2101,64
1988/10/31,1988,10,31,1,13,2035,64
1988/10/31,1988,10,31,1,14,1983,64
1988/10/31,1988,10,31,1,15,1959,63
1988/10/31,1988,10,31,1,16,1970,61
1988/10/31,1988,10,31,1,17,2099,57
1988/10/31,1988,10,31,1,18,2302,54
1988/10/31,1988,10,31,1,19,2247,53
1988/10/31,1988,10,31,1,20,2133,53
1988/10/31,1988,10,31,1,21,2079,53
1988/10/31,1988,10,31,1,22,1965,53
1988/10/31,1988,10,31,1,23,1726,53
1988/10/31,1988,10,31,1,24,1497,54
1988/11/1,1988,11,1,2,1,1365,55
1988/11/1,1988,11,1,2,2,1305,54
1988/11/1,1988,11,1,2,3,1291,53
1988/11/1,1988,11,1,2,4,1293,53
1988/11/1,1988,11,1,2,5,1368,52
1988/11/1,1988,11,1,2,6,1650,52
1988/11/1,1988,11,1,2,7,2161,52
1988/11/1,1988,11,1,2,8,2393,53
1988/11/1,1988,11,1,2,9,2366,55
1988/11/1,1988,11,1,2,10,2300,57
1988/11/1,1988,11,1,2,11,2260,56
1988/11/1,1988,11,1,2,12,2197,56
1988/11/1,1988,11,1,2,13,2156,57
1988/11/1,1988,11,1,2,14,2105,58
1988/11/1,1988,11,1,2,15,2041,58
1988/11/1,1988,11,1,2,16,2052,55
1988/11/1,1988,11,1,2,17,2186,54
1988/11/1,1988,11,1,2,18,2475,53
1988/11/1,1988,11,1,2,19,2531,50
1988/11/1,1988,11,1,2,20,2440,49
1988/11/1,1988,11,1,2,21,2298,51
1988/11/1,1988,11,1,2,22,2093,51
1988/11/1,1988,11,1,2,23,1830,50
1988/11/1,1988,11,1,2,24,1614,49
1988/11/2,1988,11,2,3,1,1454,50
1988/11/2,1988,11,2,3,2,1383,49
1988/11/2,1988,11,2,3,3,1360,50
1988/11/2,1988,11,2,3,4,1372,50
1988/11/2,1988,11,2,3,5,1455,49
1988/11/2,1988,11,2,3,6,1759,49
1988/11/2,1988,11,2,3,7,2289,50
1988/11/2,1988,11,2,3,8,2540,49
1988/11/2,1988,11,2,3,9,2513,49
1988/11/2,1988,11,2,3,10,2426,49
1988/11/2,1988,11,2,3,11,2385,51
1988/11/2,1988,11,2,3,12,2313,52
1988/11/2,1988,11,2,3,13,2235,53
1988/11/2,1988,11,2,3,14,2201,54
1988/11/2,1988,11,2,3,15,2160,55
1988/11/2,1988,11,2,3,16,2212,55
1988/11/2,1988,11,2,3,17,2355,54
1988/11/2,1988,11,2,3,18,2580,55
1988/11/2,1988,11,2,3,19,2595,54
1988/11/2,1988,11,2,3,20,2483,54
1988/11/2,1988,11,2,3,21,2335,54
1988/11/2,1988,11,2,3,22,2118,51
1988/11/2,1988,11,2,3,23,1891,50
1988/11/2,1988,11,2,3,24,1621,52
1988/11/3,1988,11,3,4,1,1466,52
1988/11/3,1988,11,3,4,2,1402,52
1988/11/3,1988,11,3,4,3,1380,51
1988/11/3,1988,11,3,4,4,1386,51
1988/11/3,1988,11,3,4,5,1473,50
1988/11/3,1988,11,3,4,6,1769,50
1988/11/3,1988,11,3,4,7,2304,58
1988/11/3,1988,11,3,4,8,2551,49
1988/11/3,1988,11,3,4,9,2480,52
1988/11/3,1988,11,3,4,10,2351,53
1988/11/3,1988,11,3,4,11,2289,54
1988/11/3,1988,11,3,4,12,2273,49
1988/11/3,1988,11,3,4,13,2211,51
1988/11/3,1988,11,3,4,14,2167,50
1988/11/3,1988,11,3,4,15,2165,50
1988/11/3,1988,11,3,4,16,2238,49
1988/11/3,1988,11,3,4,17,2410,49
1988/11/3,1988,11,3,4,18,2663,48
1988/11/3,1988,11,3,4,19,2685,48
1988/11/3,1988,11,3,4,20,2576,48
1988/11/3,1988,11,3,4,21,2451,47
1988/11/3,1988,11,3,4,22,2240,47
1988/11/3,1988,11,3,4,23,1983,47
1988/11/3,1988,11,3,4,24,1733,46
1988/11/4,1988,11,4,5,1,1567,47
1988/11/4,1988,11,4,5,2,1496,46
1988/11/4,1988,11,4,5,3,1469,47
1988/11/4,1988,11,4,5,4,1485,47
1988/11/4,1988,11,4,5,5,1570,49
1988/11/4,1988,11,4,5,6,1849,49
1988/11/4,1988,11,4,5,7,2382,47
1988/11/4,1988,11,4,5,8,2636,48
1988/11/4,1988,11,4,5,9,2582,49
1988/11/4,1988,11,4,5,10,2489,52
1988/11/4,1988,11,4,5,11,2415,53
1988/11/4,1988,11,4,5,12,2335,53
1988/11/4,1988,11,4,5,13,2245,54
1988/11/4,1988,11,4,5,14,2199,55
1988/11/4,1988,11,4,5,15,2152,54
1988/11/4,1988,11,4,5,16,2187,54
1988/11/4,1988,11,4,5,17,2296,53
1988/11/4,1988,11,4,5,18,2519,53
1988/11/4,1988,11,4,5,19,2507,53
1988/11/4,1988,11,4,5,20,2364,53
1988/11/4,1988,11,4,5,21,2222,52
1988/11/4,1988,11,4,5,22,2049,51
1988/11/4,1988,11,4,5,23,1858,51
1988/11/4,1988,11,4,5,24,1669,50
1988/11/5,1988,11,5,6,1,1499,50
1988/11/5,1988,11,5,6,2,1408,51
1988/11/5,1988,11,5,6,3,1380,50
1988/11/5,1988,11,5,6,4,1372,50
1988/11/5,1988,11,5,6,5,1400,50
1988/11/5,1988,11,5,6,6,1485,50
1988/11/5,1988,11,5,6,7,1647,51
1988/11/5,1988,11,5,6,8,1938,51
1988/11/5,1988,11,5,6,9,2222,53
1988/11/5,1988,11,5,6,10,2354,56
1988/11/5,1988,11,5,6,11,2341,59
1988/11/5,1988,11,5,6,12,2247,61
1988/11/5,1988,11,5,6,13,2177,58
1988/11/5,1988,11,5,6,14,2130,58
1988/11/5,1988,11,5,6,15,2096,56
1988/11/5,1988,11,5,6,16,2111,56
1988/11/5,1988,11,5,6,17,2221,53
1988/11/5,1988,11,5,6,18,2377,52
1988/11/5,1988,11,5,6,19,2325,51
1988/11/5,1988,11,5,6,20,2191,51
1988/11/5,1988,11,5,6,21,2076,50
1988/11/5,1988,11,5,6,22,1937,50
1988/11/5,1988,11,5,6,23,1804,49
1988/11/5,1988,11,5,6,24,1642,50
1988/11/6,1988,11,6,7,1,1492,49
1988/11/6,1988,11,6,7,2,1413,50
1988/11/6,1988,11,6,7,3,1380,49
1988/11/6,1988,11,6,7,4,1370,48
1988/11/6,1988,11,6,7,5,1395,48
1988/11/6,1988,11,6,7,6,1473,47
1988/11/6,1988,11,6,7,7,1628,47
1988/11/6,1988,11,6,7,8,1905,46
1988/11/6,1988,11,6,7,9,2205,47
1988/11/6,1988,11,6,7,10,2320,48
1988/11/6,1988,11,6,7,11,2308,49
1988/11/6,1988,11,6,7,12,2246,50
1988/11/6,1988,11,6,7,13,2173,51
1988/11/6,1988,11,6,7,14,2096,50
1988/11/6,1988,11,6,7,15,2018,51
1988/11/6,1988,11,6,7,16,2007,50
1988/11/6,1988,11,6,7,17,2188,47
1988/11/6,1988,11,6,7,18,2483,47
1988/11/6,1988,11,6,7,19,2492,44
1988/11/6,1988,11,6,7,20,2433,44
1988/11/6,1988,11,6,7,21,2348,43
1988/11/6,1988,11,6,7,22,2185,43
1988/11/6,1988,11,6,7,23,1926,42
1988/11/6,1988,11,6,7,24,1707,42
1988/11/7,1988,11,7,1,1,1552,42
1988/11/7,1988,11,7,1,2,1514,42
1988/11/7,1988,11,7,1,3,1499,42
1988/11/7,1988,11,7,1,4,1531,43
1988/11/7,1988,11,7,1,5,1620,41
1988/11/7,1988,11,7,1,6,1947,43
1988/11/7,1988,11,7,1,7,2501,43
1988/11/7,1988,11,7,1,8,2793,44
1988/11/7,1988,11,7,1,9,2747,44
1988/11/7,1988,11,7,1,10,2627,46
1988/11/7,1988,11,7,1,11,2535,49
1988/11/7,1988,11,7,1,12,2416,50
1988/11/7,1988,11,7,1,13,2343,49
1988/11/7,1988,11,7,1,14,2266,52
1988/11/7,1988,11,7,1,15,2202,50
1988/11/7,1988,11,7,1,16,2253,48
1988/11/7,1988,11,7,1,17,2434,45
1988/11/7,1988,11,7,1,18,2757,46
1988/11/7,1988,11,7,1,19,2797,47
1988/11/7,1988,11,7,1,20,2695,44
1988/11/7,1988,11,7,1,21,2547,44
1988/11/7,1988,11,7,1,22,2327,46
1988/11/7,1988,11,7,1,23,2034,47
1988/11/7,1988,11,7,1,24,1760,44
1988/11/8,1988,11,8,2,1,1585,44
1988/11/8,1988,11,8,2,2,1532,44
1988/11/8,1988,11,8,2,3,1504,44
1988/11/8,1988,11,8,2,4,1525,43
1988/11/8,1988,11,8,2,5,1609,43
1988/11/8,1988,11,8,2,6,1937,44
1988/11/8,1988,11,8,2,7,2485,45
1988/11/8,1988,11,8,2,8,2728,45
1988/11/8,1988,11,8,2,9,2677,46
1988/11/8,1988,11,8,2,10,2559,47
1988/11/8,1988,11,8,2,11,2428,47
1988/11/8,1988,11,8,2,12,2368,48
1988/11/8,1988,11,8,2,13,2294,53
1988/11/8,1988,11,8,2,14,2261,49
1988/11/8,1988,11,8,2,15,2265,48
1988/11/8,1988,11,8,2,16,2302,50
1988/11/8,1988,11,8,2,17,2444,46
1988/11/8,1988,11,8,2,18,2729,45
1988/11/8,1988,11,8,2,19,2763,43
1988/11/8,1988,11,8,2,20,2675,43
1988/11/8,1988,11,8,2,21,2549,42
1988/11/8,1988,11,8,2,22,2358,41
1988/11/8,1988,11,8,2,23,2087,42
1988/11/8,1988,11,8,2,24,1814,44
1988/11/9,1988,11,9,3,1,1646,43
1988/11/9,1988,11,9,3,2,1591,42
1988/11/9,1988,11,9,3,3,1581,40
1988/11/9,1988,11,9,3,4,1601,42
1988/11/9,1988,11,9,3,5,1713,42
1988/11/9,1988,11,9,3,6,2054,41
1988/11/9,1988,11,9,3,7,2623,42
1988/11/9,1988,11,9,3,8,2895,42
1988/11/9,1988,11,9,3,9,2799,45
1988/11/9,1988,11,9,3,10,2627,49
1988/11/9,1988,11,9,3,11,2497,51
1988/11/9,1988,11,9,3,12,2407,53
1988/11/9,1988,11,9,3,13,2337,53
1988/11/9,1988,11,9,3,14,2322,52
1988/11/9,1988,11,9,3,15,2315,51
1988/11/9,1988,11,9,3,16,2370,50
1988/11/9,1988,11,9,3,17,2536,50
1988/11/9,1988,11,9,3,18,2797,50
1988/11/9,1988,11,9,3,19,2788,48
1988/11/9,1988,11,9,3,20,2669,47
1988/11/9,1988,11,9,3,21,2530,46
1988/11/9,1988,11,9,3,22,2334,46
1988/11/9,1988,11,9,3,23,2048,46
1988/11/9,1988,11,9,3,24,1781,46
1988/11/10,1988,11,10,4,1,1612,46
1988/11/10,1988,11,10,4,2,1533,45
1988/11/10,1988,11,10,4,3,1505,46
1988/11/10,1988,11,10,4,4,1514,45
1988/11/10,1988,11,10,4,5,1583,45
1988/11/10,1988,11,10,4,6,1895,45
1988/11/10,1988,11,10,4,7,2414,46
1988/11/10,1988,11,10,4,8,2687,47
1988/11/10,1988,11,10,4,9,2652,48
1988/11/10,1988,11,10,4,10,2542,48
1988/11/10,1988,11,10,4,11,2463,49
1988/11/10,1988,11,10,4,12,2399,49
1988/11/10,1988,11,10,4,13,2351,47
1988/11/10,1988,11,10,4,14,2346,46
1988/11/10,1988,11,10,4,15,2315,47
1988/11/10,1988,11,10,4,16,2335,48
1988/11/10,1988,11,10,4,17,2462,47
1988/11/10,1988,11,10,4,18,2754,47
1988/11/10,1988,11,10,4,19,2776,46
1988/11/10,1988,11,10,4,20,2675,44
1988/11/10,1988,11,10,4,21,2521,44
1988/11/10,1988,11,10,4,22,2372,44
1988/11/10,1988,11,10,4,23,2125,44
1988/11/10,1988,11,10,4,24,1872,42
1988/11/11,1988,11,11,5,1,1690,51
1988/11/11,1988,11,11,5,2,1631,42
1988/11/11,1988,11,11,5,3,1610,41
1988/11/11,1988,11,11,5,4,1623,41
1988/11/11,1988,11,11,5,5,1715,40
1988/11/11,1988,11,11,5,6,1953,40
1988/11/11,1988,11,11,5,7,2304,40
1988/11/11,1988,11,11,5,8,2605,40
1988/11/11,1988,11,11,5,9,2721,46
1988/11/11,1988,11,11,5,10,2713,46
1988/11/11,1988,11,11,5,11,2656,48
1988/11/11,1988,11,11,5,12,2522,49
1988/11/11,1988,11,11,5,13,2419,51
1988/11/11,1988,11,11,5,14,2357,50
1988/11/11,1988,11,11,5,15,2357,51
1988/11/11,1988,11,11,5,16,2380,50
1988/11/11,1988,11,11,5,17,2533,50
1988/11/11,1988,11,11,5,18,2699,50
1988/11/11,1988,11,11,5,19,2662,50
1988/11/11,1988,11,11,5,20,2527,50
1988/11/11,1988,11,11,5,21,2383,47
1988/11/11,1988,11,11,5,22,2214,46
1988/11/11,1988,11,11,5,23,2019,45
1988/11/11,1988,11,11,5,24,1815,47
1988/11/12,1988,11,12,6,1,1606,47
1988/11/12,1988,11,12,6,2,1536,47
1988/11/12,1988,11,12,6,3,1491,47
1988/11/12,1988,11,12,6,4,1486,46
1988/11/12,1988,11,12,6,5,1515,46
1988/11/12,1988,11,12,6,6,1621,46
1988/11/12,1988,11,12,6,7,1809,46
1988/11/12,1988,11,12,6,8,2102,44
1988/11/12,1988,11,12,6,9,2416,45
1988/11/12,1988,11,12,6,10,2562,46
1988/11/12,1988,11,12,6,11,2558,45
1988/11/12,1988,11,12,6,12,2420,48
1988/11/12,1988,11,12,6,13,2322,49
1988/11/12,1988,11,12,6,14,2177,50
1988/11/12,1988,11,12,6,15,2120,48
1988/11/12,1988,11,12,6,16,2160,47
1988/11/12,1988,11,12,6,17,2341,46
1988/11/12,1988,11,12,6,18,2578,44
1988/11/12,1988,11,12,6,19,2544,43
1988/11/12,1988,11,12,6,20,2442,42
1988/11/12,1988,11,12,6,21,2304,43
1988/11/12,1988,11,12,6,22,2171,43
1988/11/12,1988,11,12,6,23,2015,44
1988/11/12,1988,11,12,6,24,1816,41
1988/11/13,1988,11,13,7,1,1679,43
1988/11/13,1988,11,13,7,2,1590,41
1988/11/13,1988,11,13,7,3,1562,40
1988/11/13,1988,11,13,7,4,1564,41
1988/11/13,1988,11,13,7,5,1610,41
1988/11/13,1988,11,13,7,6,1706,39
1988/11/13,1988,11,13,7,7,1879,39
1988/11/13,1988,11,13,7,8,2170,40
1988/11/13,1988,11,13,7,9,2497,41
1988/11/13,1988,11,13,7,10,2622,44
1988/11/13,1988,11,13,7,11,2558,46
1988/11/13,1988,11,13,7,12,2416,48
1988/11/13,1988,11,13,7,13,2287,51
1988/11/13,1988,11,13,7,14,2152,53
1988/11/13,1988,11,13,7,15,2054,53
1988/11/13,1988,11,13,7,16,2070,52
1988/11/13,1988,11,13,7,17,2289,47
1988/11/13,1988,11,13,7,18,2600,43
1988/11/13,1988,11,13,7,19,2611,43
1988/11/13,1988,11,13,7,20,2590,43
1988/11/13,1988,11,13,7,21,2486,43
1988/11/13,1988,11,13,7,22,2308,43
1988/11/13,1988,11,13,7,23,2067,42
1988/11/13,1988,11,13,7,24,1835,41
1988/11/14,1988,11,14,1,1,1694,40
1988/11/14,1988,11,14,1,2,1650,40
1988/11/14,1988,11,14,1,3,1663,38
1988/11/14,1988,11,14,1,4,1711,38
1988/11/14,1988,11,14,1,5,1861,37
1988/11/14,1988,11,14,1,6,2233,36
1988/11/14,1988,11,14,1,7,2847,36
1988/11/14,1988,11,14,1,8,3157,36
1988/11/14,1988,11,14,1,9,3063,38
1988/11/14,1988,11,14,1,10,2861,40
1988/11/14,1988,11,14,1,11,2694,44
1988/11/14,1988,11,14,1,12,2514,47
1988/11/14,1988,11,14,1,13,2412,48
1988/11/14,1988,11,14,1,14,2345,49
1988/11/14,1988,11,14,1,15,2306,49
1988/11/14,1988,11,14,1,16,2355,47
1988/11/14,1988,11,14,1,17,2564,47
1988/11/14,1988,11,14,1,18,2876,45
1988/11/14,1988,11,14,1,19,2889,45
1988/11/14,1988,11,14,1,20,2783,45
1988/11/14,1988,11,14,1,21,2626,46
1988/11/14,1988,11,14,1,22,2402,45
1988/11/14,1988,11,14,1,23,2110,45
1988/11/14,1988,11,14,1,24,1833,45
1988/11/15,1988,11,15,2,1,1656,44
1988/11/15,1988,11,15,2,2,1588,43
1988/11/15,1988,11,15,2,3,1563,44
1988/11/15,1988,11,15,2,4,1577,43
1988/11/15,1988,11,15,2,5,1663,43
1988/11/15,1988,11,15,2,6,1973,43
1988/11/15,1988,11,15,2,7,2531,44
1988/11/15,1988,11,15,2,8,2815,45
1988/11/15,1988,11,15,2,9,2772,44
1988/11/15,1988,11,15,2,10,2647,46
1988/11/15,1988,11,15,2,11,2566,47
1988/11/15,1988,11,15,2,12,2469,48
1988/11/15,1988,11,15,2,13,2444,48
1988/11/15,1988,11,15,2,14,2403,48
1988/11/15,1988,11,15,2,15,2369,47
1988/11/15,1988,11,15,2,16,2434,46
1988/11/15,1988,11,15,2,17,2594,46
1988/11/15,1988,11,15,2,18,2838,46
1988/11/15,1988,11,15,2,19,2827,46
1988/11/15,1988,11,15,2,20,2722,46
1988/11/15,1988,11,15,2,21,2561,45
1988/11/15,1988,11,15,2,22,2360,45
1988/11/15,1988,11,15,2,23,2075,45
1988/11/15,1988,11,15,2,24,1791,45
1988/11/16,1988,11,16,3,1,1606,45
1988/11/16,1988,11,16,3,2,1542,45
1988/11/16,1988,11,16,3,3,1512,46
1988/11/16,1988,11,16,3,4,1516,45
1988/11/16,1988,11,16,3,5,1596,46
1988/11/16,1988,11,16,3,6,1907,45
1988/11/16,1988,11,16,3,7,2449,46
1988/11/16,1988,11,16,3,8,2753,46
1988/11/16,1988,11,16,3,9,2714,46
1988/11/16,1988,11,16,3,10,2621,45
1988/11/16,1988,11,16,3,11,2563,46
1988/11/16,1988,11,16,3,12,2502,46
1988/11/16,1988,11,16,3,13,2453,46
1988/11/16,1988,11,16,3,14,2413,46
1988/11/16,1988,11,16,3,15,2388,47
1988/11/16,1988,11,16,3,16,2418,46
1988/11/16,1988,11,16,3,17,2615,46
1988/11/16,1988,11,16,3,18,2826,46
1988/11/16,1988,11,16,3,19,2817,45
1988/11/16,1988,11,16,3,20,2721,45
1988/11/16,1988,11,16,3,21,2584,45
1988/11/16,1988,11,16,3,22,2379,45
1988/11/16,1988,11,16,3,23,2092,45
1988/11/16,1988,11,16,3,24,1820,44
1988/11/17,1988,11,17,4,1,1619,44
1988/11/17,1988,11,17,4,2,1560,43
1988/11/17,1988,11,17,4,3,1529,43
1988/11/17,1988,11,17,4,4,1542,43
1988/11/17,1988,11,17,4,5,1630,43
1988/11/17,1988,11,17,4,6,1947,43
1988/11/17,1988,11,17,4,7,2496,43
1988/11/17,1988,11,17,4,8,2813,42
1988/11/17,1988,11,17,4,9,2798,42
1988/11/17,1988,11,17,4,10,2682,42
1988/11/17,1988,11,17,4,11,2588,44
1988/11/17,1988,11,17,4,12,2510,43
1988/11/17,1988,11,17,4,13,2458,43
1988/11/17,1988,11,17,4,14,2418,44
1988/11/17,1988,11,17,4,15,2397,44
1988/11/17,1988,11,17,4,16,2423,44
1988/11/17,1988,11,17,4,17,2611,42
1988/11/17,1988,11,17,4,18,2897,42
1988/11/17,1988,11,17,4,19,2905,41
1988/11/17,1988,11,17,4,20,2820,41
1988/11/17,1988,11,17,4,21,2704,41
1988/11/17,1988,11,17,4,22,2508,41
1988/11/17,1988,11,17,4,23,2240,40
1988/11/17,1988,11,17,4,24,1970,40
1988/11/18,1988,11,18,5,1,1769,37
1988/11/18,1988,11,18,5,2,1718,36
1988/11/18,1988,11,18,5,3,1703,36
1988/11/18,1988,11,18,5,4,1730,36
1988/11/18,1988,11,18,5,5,1833,36
1988/11/18,1988,11,18,5,6,2162,37
1988/11/18,1988,11,18,5,7,2706,38
1988/11/18,1988,11,18,5,8,3021,39
1988/11/18,1988,11,18,5,9,2957,40
1988/11/18,1988,11,18,5,10,2822,41
1988/11/18,1988,11,18,5,11,2707,43
1988/11/18,1988,11,18,5,12,2587,45
1988/11/18,1988,11,18,5,13,2500,46
1988/11/18,1988,11,18,5,14,2471,47
1988/11/18,1988,11,18,5,15,2436,47
1988/11/18,1988,11,18,5,16,2469,47
1988/11/18,1988,11,18,5,17,2624,46
1988/11/18,1988,11,18,5,18,2810,46
1988/11/18,1988,11,18,5,19,2779,46
1988/11/18,1988,11,18,5,20,2643,44
1988/11/18,1988,11,18,5,21,2514,45
1988/11/18,1988,11,18,5,22,2336,44
1988/11/18,1988,11,18,5,23,2145,44
