date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
09/14/88,61,62,63,60,57,54,57,59,64,67,70,73,76,78,80,81,80,79,72,65,61,58,55,52
09/15/88,51,51,52,52,52,53,54,55,56,57,58,59,59,60,60,60,60,59,58,55,55,55,55,55
09/16/88,55,52,51,50,50,50,50,50,51,53,54,57,60,63,63,64,63,61,59,56,54,54,53,52
09/17/88,49,48,48,48,48,49,49,48,51,53,56,58,57,61,61,63,66,59,57,58,57,54,50,50
09/18/88,48,48,46,45,45,44,44,47,48,51,54,55,55,58,58,59,57,56,53,52,51,52,50,50
09/19/88,50,52,52,53,53,53,53,53,54,55,56,58,60,63,64,57,61,58,58,57,56,56,55,55
09/20/88,54,54,54,53,52,52,51,53,54,57,59,59,62,65,66,66,65,64,60,58,55,57,57,53
09/21/88,51,51,50,49,49,48,47,49,52,56,56,59,61,64,66,66,66,65,60,56,57,53,52,51
09/22/88,50,50,49,44,46,46,48,48,48,49,50,52,53,58,58,60,59,60,57,53,51,51,51,50
09/23/88,49,49,50,51,52,53,54,54,52,53,54,58,61,61,62,63,62,60,57,55,55,54,52,50
09/24/88,49,49,49,45,44,45,46,47,49,49,51,52,52,50,50,49,50,50,50,50,50,49,50,50
09/25/88,50,51,55,54,56,56,56,56,56,56,56,57,59,57,58,58,59,58,55,54,55,54,54,52
09/26/88,53,54,54,54,54,54,53,54,55,57,58,60,61,58,56,58,58,56,55,55,55,55,55,54
09/27/88,54,54,54,54,53,52,51,52,53,56,59,61,64,63,60,64,63,61,58,56,54,53,53,53
09/28/88,53,52,52,52,52,51,51,52,53,56,62,66,67,69,69,70,70,68,64,64,65,63,59,56
09/29/88,53,52,50,51,48,48,49,51,56,59,62,66,70,73,75,74,74,71,65,62,60,63,63,62
09/30/88,61,60,59,58,55,55,54,56,58,61,65,69,70,72,73,74,72,71,67,65,63,61,60,59
10/01/88,58,57,57,56,55,54,54,55,58,60,64,69,72,76,77,78,78,75,68,64,61,60,59,57
10/02/88,56,53,56,57,58,55,56,53,56,60,62,65,67,67,71,70,69,66,63,60,57,54,53,53
10/03/88,52,52,52,52,53,54,55,55,55,55,56,57,57,58,57,57,57,56,56,56,56,56,56,55
10/04/88,55,55,55,55,55,55,55,54,54,55,56,58,59,61,63,66,65,64,63,62,61,60,58,58
10/05/88,57,57,57,57,57,57,56,56,57,58,59,59,60,60,61,62,63,62,61,58,56,54,52,53
10/06/88,55,55,55,55,55,55,55,55,56,57,58,61,61,62,63,62,62,61,59,59,58,59,58,58
10/07/88,57,57,57,55,53,53,53,53,54,54,55,56,55,56,57,57,58,57,56,56,56,55,55,55
10/08/88,54,54,54,53,54,54,54,54,54,55,56,56,58,57,58,58,57,56,55,55,55,54,54,54
10/09/88,54,54,54,54,54,54,54,53,53,54,56,57,61,62,65,66,64,63,59,56,55,55,55,55
10/10/88,53,52,51,48,50,50,50,50,51,52,55,62,67,70,73,73,71,67,63,61,58,54,54,54
10/11/88,55,55,54,55,55,55,56,56,56,57,57,58,60,60,60,59,59,59,58,58,58,57,57,57
10/12/88,56,56,55,55,55,55,54,54,56,57,58,59,60,60,59,59,59,57,56,56,55,54,57,57
10/13/88,57,57,55,55,55,56,55,57,56,57,59,59,59,59,60,60,60,59,58,57,57,57,56,56
10/14/88,56,56,56,56,56,57,56,55,55,56,58,58,57,56,57,57,56,56,56,56,56,56,57,57
10/15/88,57,57,57,57,57,58,57,57,58,58,58,59,60,61,60,60,60,58,57,57,58,59,59,58
10/16/88,58,58,58,57,58,58,58,54,53,53,52,52,52,52,52,52,52,52,53,53,53,52,52,51
10/17/88,50,49,48,48,47,47,45,46,47,48,49,51,54,56,57,57,56,52,47,50,48,49,46,46
10/18/88,47,48,47,48,47,47,48,48,47,48,49,49,51,51,51,51,51,51,51,51,51,51,51,53
10/19/88,53,53,53,53,54,53,54,54,55,56,58,59,60,64,65,63,62,61,58,57,56,56,56,55
10/20/88,52,54,55,55,55,54,56,56,57,57,61,62,64,63,64,63,62,56,54,54,54,54,54,53
10/21/88,53,53,53,53,53,53,53,53,53,53,55,56,57,57,59,56,56,56,55,55,54,54,54,53
10/22/88,53,53,52,51,49,50,51,50,50,52,53,55,58,55,57,57,56,54,51,50,48,50,49,44
10/23/88,46,45,44,44,43,43,43,43,46,49,51,55,58,59,59,60,59,56,52,52,50,53,52,50
10/24/88,49,49,50,50,51,50,51,51,52,56,57,59,59,58,58,60,57,56,53,52,50,50,48,46
10/25/88,48,48,49,50,50,50,48,48,49,49,50,50,50,51,52,54,54,51,49,49,50,50,50,49
10/26/88,50,50,50,50,50,50,50,50,50,51,51,51,51,53,53,54,53,48,45,48,47,47,45,44
10/27/88,43,41,42,40,39,39,40,39,40,43,47,51,51,51,52,52,51,49,46,45,45,45,44,43
10/28/88,42,42,41,40,38,39,37,37,38,39,44,48,54,54,55,56,55,51,45,47,47,46,46,46
10/29/88,45,45,46,47,47,46,46,46,48,50,55,58,58,58,58,58,57,55,56,55,54,54,52,52
10/30/88,51,51,49,50,50,52,52,52,53,54,55,55,56,57,58,58,57,57,57,57,57,57,54,54
10/31/88,56,55,52,51,49,51,50,51,51,54,60,64,64,64,63,61,57,54,53,53,53,53,53,54
11/01/88,55,54,53,53,52,52,52,53,55,57,56,56,57,58,58,55,54,53,50,49,51,51,50,49
11/02/88,50,49,50,50,49,49,50,49,49,49,51,52,53,54,55,55,54,55,54,54,54,51,50,52
11/03/88,52,52,51,51,50,50,58,49,52,53,54,49,51,50,50,49,49,48,48,48,47,47,47,46
11/04/88,47,46,47,47,49,49,47,48,49,52,53,53,54,55,54,54,53,53,53,53,52,51,51,50
11/05/88,50,51,50,50,50,50,51,51,53,56,59,61,58,58,56,56,53,52,51,51,50,50,49,50
11/06/88,49,50,49,48,48,47,47,46,47,48,49,50,51,50,51,50,47,47,44,44,43,43,42,42
11/07/88,42,42,42,43,41,43,43,44,44,46,49,50,49,52,50,48,45,46,47,44,44,46,47,44
11/08/88,44,44,44,43,43,44,45,45,46,47,47,48,53,49,48,50,46,45,43,43,42,41,42,44
11/09/88,43,42,40,42,42,41,42,42,45,49,51,53,53,52,51,50,50,50,48,47,46,46,46,46
11/10/88,46,45,46,45,45,45,46,47,48,48,49,49,47,46,47,48,47,47,46,44,44,44,44,42
11/11/88,51,42,41,41,40,40,40,40,46,46,48,49,51,50,51,50,50,50,50,50,47,46,45,47
11/12/88,47,47,47,46,46,46,46,44,45,46,45,48,49,50,48,47,46,44,43,42,43,43,44,41
11/13/88,43,41,40,41,41,39,39,40,41,44,46,48,51,53,53,52,47,43,43,43,43,43,42,41
11/14/88,40,40,38,38,37,36,36,36,38,40,44,47,48,49,49,47,47,45,45,45,46,45,45,45
11/15/88,44,43,44,43,43,43,44,45,44,46,47,48,48,48,47,46,46,46,46,46,45,45,45,45
11/16/88,45,45,46,45,46,45,46,46,46,45,46,46,46,46,47,46,46,46,45,45,45,45,45,44
11/17/88,44,43,43,43,43,43,43,42,42,42,44,43,43,44,44,44,42,42,41,41,41,41,40,40
11/18/88,37,36,36,36,36,37,38,39,40,41,43,45,46,47,47,47,46,46,46,44,45,44,44,46
11/19/88,45,45,44,44,45,44,44,43,43,43,44,45,46,47,47,47,45,45,46,45,45,45,45,46
11/20/88,45,46,46,46,46,46,46,46,47,48,50,51,52,50,50,49,48,48,47,47,47,46,47,47
11/21/88,47,47,46,45,44,44,45,46,47,48,49,49,49,49,48,48,47,46,45,45,45,45,45,44
11/22/88,46,45,46,44,45,44,45,49,50,49,51,51,49,48,48,47,46,45,45,43,42,43,42,42
11/23/88,42,41,41,40,40,39,38,39,40,42,43,44,45,47,46,43,41,41,42,41,40,40,40,38
11/24/88,38,38,37,37,37,38,38,38,38,36,36,38,40,41,41,41,41,40,39,38,38,38,39,39
11/25/88,40,40,40,40,40,39,38,37,39,40,42,44,43,44,43,40,40,41,42,42,42,41,39,38
11/26/88,36,35,35,36,34,35,35,35,36,38,40,43,45,42,43,42,42,41,43,42,42,41,41,41
11/27/88,41,41,41,42,41,40,40,42,43,45,47,47,48,48,48,48,47,47,47,46,46,46,45,45
11/28/88,45,44,44,42,39,39,40,41,42,44,44,45,45,45,45,45,45,44,44,44,43,42,42,42
11/29/88,43,44,43,44,44,44,44,44,45,46,48,48,49,49,49,47,46,46,45,44,43,41,39,39
11/30/88,36,35,34,35,32,32,35,34,35,37,41,41,44,41,44,41,40,41,42,38,39,42,41,41
12/01/88,37,36,35,36,37,37,36,39,42,46,49,46,47,45,49,43,44,46,45,46,46,46,47,48
12/02/88,48,48,46,45,44,44,44,43,44,44,44,45,46,46,45,44,43,42,40,42,41,40,39,40
12/03/88,39,39,39,39,38,38,39,39,37,38,40,41,42,46,50,49,48,48,44,44,43,43,45,44
12/04/88,49,47,44,37,36,38,39,41,40,43,46,50,50,51,54,52,51,51,50,51,48,49,47,46
12/05/88,45,46,45,44,44,44,45,45,45,45,45,46,49,51,50,50,50,52,52,52,49,51,51,50
12/06/88,49,48,48,49,51,51,51,51,51,51,51,52,52,50,51,51,50,50,50,50,49,49,49,48
12/07/88,48,49,48,48,48,47,47,47,47,49,50,49,51,53,50,50,49,49,49,47,45,46,46,45
12/08/88,47,45,46,45,45,46,46,46,46,47,47,47,47,48,48,48,48,47,47,48,48,48,48,48
12/09/88,48,47,47,47,47,47,47,47,48,49,50,50,51,50,50,49,49,49,49,50,48,46,48,48
12/10/88,47,47,46,46,45,41,41,43,45,49,47,50,51,51,51,48,44,44,44,46,47,47,46,46
12/11/88,46,47,46,46,46,46,45,44,45,45,46,46,46,47,47,47,48,48,48,48,49,49,49,50
12/12/88,50,50,50,49,49,49,50,50,50,51,51,51,51,53,54,55,56,56,54,53,52,50,49,49
12/13/88,47,46,46,45,45,44,44,43,44,45,46,47,46,45,42,42,42,42,41,40,39,39,37,37
12/14/88,38,38,37,37,35,36,35,36,38,40,41,41,43,43,43,41,37,38,38,37,37,36,36,35
12/15/88,34,32,33,32,31,32,32,31,34,37,40,41,43,43,42,40,37,37,36,35,34,35,34,35
12/16/88,34,34,34,34,32,32,34,32,36,38,43,45,47,48,48,46,40,39,39,39,35,35,36,33
12/17/88,33,32,32,31,31,33,31,29,32,33,37,38,38,37,36,37,35,32,30,34,34,34,37,38
12/18/88,35,37,34,35,34,35,35,34,37,41,41,44,43,42,41,42,43,42,42,42,42,42,42,41
12/19/88,41,40,41,41,39,39,40,39,40,40,41,41,41,41,42,41,42,41,41,40,40,40,40,40
12/20/88,41,40,40,39,39,39,39,40,40,40,41,42,41,41,42,42,42,41,41,41,41,40,39,37
12/21/88,37,38,39,38,37,37,38,39,40,40,41,43,44,44,42,40,40,39,39,38,38,37,37,38
12/22/88,37,38,38,37,38,39,40,40,39,40,41,37,39,40,41,41,40,38,38,38,38,38,37,38
12/23/88,37,38,38,38,38,37,38,38,39,40,40,39,42,41,41,41,40,39,38,39,39,38,37,38
12/24/88,38,38,37,38,38,38,38,38,37,38,39,40,40,41,41,40,40,39,39,39,38,37,37,36
12/25/88,35,36,36,36,36,34,34,34,35,36,39,41,42,43,41,40,39,39,38,37,37,34,32,31
12/26/88,31,31,30,30,29,31,31,29,30,32,33,36,36,37,37,38,37,37,36,36,35,36,35,35
12/27/88,36,36,36,33,33,35,33,34,36,38,40,41,43,42,42,41,40,39,39,38,38,35,35,32
12/28/88,33,33,32,30,30,30,29,29,30,32,33,34,36,36,37,37,36,36,37,36,36,38,38,38
12/29/88,38,39,38,37,39,43,44,44,44,43,43,43,43,43,43,44,45,46,47,48,48,49,49,50
12/30/88,50,50,49,45,45,45,46,44,44,44,45,44,42,43,42,42,42,40,41,41,41,40,41,40
12/31/88,40,40,41,41,41,40,40,40,40,40,41,41,43,42,42,40,40,40,39,39,38,40,39,40
01/01/89,40,39,40,40,39,39,39,40,40,42,43,43,43,44,43,43,42,41,41,41,41,41,41,40
01/02/89,40,40,41,41,41,41,41,42,42,42,42,42,43,44,45,45,45,45,45,45,45,46,46,47
01/03/89,48,48,49,49,49,49,49,49,49,51,52,53,53,53,52,51,50,50,50,48,47,46,45,45
01/04/89,45,44,44,44,44,43,43,42,42,43,44,44,45,45,44,43,41,40,39,39,39,38,39,39
01/05/89,39,38,37,37,37,38,38,37,37,39,39,39,37,36,36,36,36,35,35,35,35,35,35,34
01/06/89,34,35,36,35,35,35,34,34,35,35,35,37,37,37,37,37,36,36,34,33,33,32,33,32
01/07/89,31,31,31,29,29,30,28,31,31,31,34,35,35,35,35,35,34,33,32,32,33,32,32,32
01/08/89,31,31,32,32,33,33,33,34,34,34,35,35,37,37,38,39,42,42,42,43,44,45,47,47
01/09/89,47,46,46,45,45,45,44,43,41,42,42,41,42,41,42,42,42,42,42,42,42,42,40,40
01/10/89,39,39,38,38,35,35,37,37,39,40,40,42,45,43,44,43,41,40,39,39,37,38,37,35
01/11/89,37,35,36,34,35,37,39,40,40,42,42,43,45,46,46,44,43,44,44,44,43,43,43,43
01/12/89,43,43,44,44,43,43,43,43,43,45,45,44,45,45,45,45,45,44,44,44,44,43,42,42
01/13/89,41,41,41,41,40,39,39,38,39,40,42,40,39,39,36,36,36,36,36,35,35,35,35,35
01/14/89,35,35,35,34,34,35,35,35,36,36,37,37,37,37,38,38,38,38,38,38,39,39,39,39
01/15/89,40,40,42,42,42,43,42,42,41,42,42,42,44,44,44,44,44,44,44,44,45,45,45,46
01/16/89,45,46,46,45,45,45,46,45,46,46,47,48,47,47,48,48,47,47,47,47,47,47,47,45
01/17/89,44,45,44,44,44,44,43,43,43,44,44,44,45,45,44,44,43,43,43,43,45,47,48,49
01/18/89,48,47,47,48,47,47,48,47,47,47,47,47,47,47,47,47,45,45,44,45,42,43,41,38
01/19/89,37,38,36,37,35,37,38,37,35,39,42,44,45,48,49,47,42,40,40,40,39,35,35,37
01/20/89,36,35,35,34,36,36,38,39,40,41,44,44,45,46,44,44,44,44,45,45,44,44,44,44
01/21/89,44,44,44,43,43,42,43,43,41,42,42,43,44,45,44,43,41,40,37,38,38,36,37,37
01/22/89,38,36,35,35,34,34,34,34,36,34,35,38,37,37,38,37,36,34,33,33,34,32,32,30
01/23/89,31,28,29,28,28,27,26,27,30,31,33,35,36,37,37,37,34,33,35,35,34,34,31,32
01/24/89,34,34,34,34,33,34,34,34,35,35,35,36,36,37,37,37,37,37,37,37,37,37,37,37
01/25/89,37,36,37,37,37,38,38,38,39,41,43,48,48,48,49,47,45,42,41,39,40,41,38,37
01/26/89,37,37,35,33,33,33,31,30,32,35,37,40,46,48,50,49,47,44,46,46,43,43,43,43
01/27/89,43,42,42,42,42,41,42,41,41,42,44,47,46,47,48,45,43,42,41,42,42,40,42,41
01/28/89,38,40,39,38,37,38,38,38,38,38,42,45,44,45,46,46,46,46,45,45,45,45,45,45
01/29/89,45,45,44,44,43,44,45,45,46,47,49,50,50,50,50,50,51,51,51,51,51,51,51,51
01/30/89,51,50,51,50,50,51,51,51,52,52,52,51,49,50,50,50,48,48,47,44,42,42,41,39
01/31/89,38,38,37,34,35,35,36,35,36,36,36,37,34,36,37,36,35,34,34,33,33,33,33,32
02/01/89,30,26,24,23,21,20,18,18,17,17,16,17,19,19,18,17,17,17,17,18,17,17,16,16
02/02/89,15,15,14,14,13,13,13,12,12,14,15,16,16,17,17,15,14,13,12,11,11,12,12,12
02/03/89,11,12,11,11,11,10,10,10,12,13,15,17,18,19,19,19,16,14,15,15,15,14,13,10
02/04/89, 7,14,14,13,13,13,12,13,16,19,23,25,27,29,29,29,28,27,26,25,22,19,25,24
02/05/89,23,21,19,19,20,18,17,16,19,25,30,29,31,34,34,33,31,29,30,30,29,30,29,24
02/06/89,25,24,23,24,22,19,23,21,24,27,31,35,37,38,40,37,36,34,33,32,31,30,29,27
02/07/89,27,25,26,27,24,25,23,25,27,32,37,40,42,41,42,41,37,34,33,35,35,34,34,33
02/08/89,34,33,34,33,32,32,31,31,37,40,43,46,47,48,48,47,45,42,41,40,39,38,38,35
02/09/89,33,30,29,30,31,33,31,31,36,40,43,46,48,50,51,49,44,37,41,39,39,39,38,34
02/10/89,31,32,31,32,30,31,32,32,35,39,43,45,49,48,48,49,46,41,39,38,40,38,37,36
02/11/89,36,36,35,35,33,33,34,34,37,40,42,44,46,49,49,47,47,42,39,40,40,38,37,34
02/12/89,34,36,34,35,35,34,36,35,38,38,38,40,41,41,40,39,38,37,37,38,37,37,35,36
02/13/89,36,36,36,35,35,34,36,35,35,37,39,40,40,40,40,39,38,37,34,35,35,33,33,33
02/14/89,31,30,30,28,27,28,28,29,31,34,39,40,42,43,44,43,39,34,34,34,36,35,33,31
02/15/89,33,32,31,30,26,27,29,30,34,37,40,43,44,46,47,46,44,40,41,40,39,38,38,36
02/16/89,36,36,36,36,36,36,37,37,38,38,39,40,40,40,39,40,39,39,39,38,39,38,38,38
02/17/89,38,38,38,37,38,38,38,38,39,40,41,42,43,42,43,40,39,38,38,38,37,37,37,37
02/18/89,37,37,37,37,37,37,38,39,39,40,42,44,45,48,49,48,47,46,44,44,44,44,42,42
02/19/89,41,40,39,40,41,41,41,40,41,42,45,46,47,46,45,44,44,43,42,42,42,42,42,41
02/20/89,41,41,40,41,40,41,41,42,42,43,45,48,49,50,51,51,50,48,48,48,46,46,44,43
02/21/89,42,42,40,38,41,39,39,45,45,45,44,46,49,49,50,50,47,47,47,47,46,46,45,46
02/22/89,47,47,47,46,47,48,50,50,46,48,47,49,49,50,50,50,49,47,47,46,44,43,42,44
02/23/89,43,43,44,44,44,42,43,43,44,47,49,49,51,50,46,45,42,41,40,38,39,38,38,37
02/24/89,37,37,34,36,33,32,32,36,37,38,40,43,46,48,50,47,47,45,44,42,40,39,40,40
02/25/89,40,40,40,39,39,39,40,40,41,40,40,42,41,45,45,46,45,41,38,36,37,38,38,36
02/26/89,37,36,33,32,34,35,34,35,37,40,41,41,41,42,42,42,43,40,38,37,37,37,37,37
02/27/89,37,37,36,37,37,37,37,37,38,40,40,41,41,41,40,41,41,41,41,41,41,41,41,41
02/28/89,40,40,40,40,40,40,40,40,41,42,44,45,47,45,47,46,46,43,42,41,38,38,37,37
03/01/89,35,34,34,34,32,32,32,31,30,30,30,31,30,30,30,30,29,30,30,30,30,29,29,30
03/02/89,28,28,28,28,28,28,28,28,29,29,30,29,29,30,31,32,32,28,29,28,28,26,25,23
03/03/89,23,23,22,21,21,21,22,23,25,28,33,35,36,37,37,37,37,35,34,34,34,33,33,32
03/04/89,32,31,32,32,32,32,33,34,35,37,38,40,40,41,41,41,41,40,39,37,37,38,37,40
03/05/89,40,40,37,39,38,39,39,40,40,42,45,46,47,45,43,42,43,45,49,49,48,47,46,45
03/06/89,45,45,45,44,43,44,42,43,47,46,46,48,42,46,48,49,48,45,44,42,41,42,35,37
03/07/89,38,37,35,35,35,35,36,37,39,41,43,48,49,48,49,45,45,45,44,43,42,42,43,41
03/08/89,43,43,43,41,39,42,41,41,47,47,51,54,54,54,56,57,53,49,45,45,46,48,45,46
03/09/89,45,44,43,43,42,43,42,45,44,45,46,49,51,50,56,52,56,56,57,55,50,49,49,50
03/10/89,50,50,50,50,50,47,47,47,48,49,51,53,54,53,51,51,50,51,50,49,48,48,48,53
03/11/89,58,53,49,50,49,49,50,49,51,52,55,54,47,45,45,46,47,47,47,47,48,47,46,47
03/12/89,46,44,44,42,42,42,42,43,44,46,47,49,52,53,45,44,44,43,42,42,41,42,41,41
03/13/89,41,41,42,41,41,41,41,41,41,42,45,47,44,46,46,40,42,39,40,40,40,40,40,40
03/14/89,40,40,40,40,40,40,39,40,41,41,43,44,45,47,47,45,45,44,43,41,40,41,41,40
03/15/89,39,39,37,38,37,36,36,40,41,42,45,45,48,48,47,48,47,46,47,46,45,45,44,43
03/16/89,41,42,42,42,42,42,42,42,43,43,45,45,46,46,46,46,46,46,43,40,41,41,40,39
03/17/89,38,40,39,39,40,40,41,42,43,43,47,48,48,50,50,50,48,46,45,45,45,46,45,46
03/18/89,48,48,44,45,43,42,42,43,47,49,47,48,45,45,48,43,43,44,43,43,43,43,43,42
03/19/89,42,42,41,42,41,41,41,42,43,45,47,46,49,49,51,51,52,49,44,43,41,44,42,41
03/20/89,39,38,38,36,36,33,33,36,43,48,50,56,58,61,61,58,55,52,48,48,47,47,47,47
03/21/89,47,47,47,47,48,47,45,47,49,46,48,47,45,44,48,45,45,45,44,43,42,42,41,41
03/22/89,41,41,41,41,41,41,41,41,42,43,46,48,49,51,49,49,48,46,43,42,42,40,37,38
03/23/89,38,40,37,39,38,37,40,41,44,47,47,50,52,53,54,54,52,49,47,46,45,44,40,41
03/24/89,38,39,40,41,41,40,42,45,46,50,53,49,48,49,47,48,47,48,46,46,46,46,46,46
03/25/89,46,46,46,45,45,44,44,45,45,47,47,48,48,48,48,47,47,47,46,46,45,45,45,45
03/26/89,44,44,44,44,44,44,44,45,46,47,48,50,50,50,50,47,46,45,43,43,43,43,43,42
03/27/89,42,43,43,44,44,44,44,44,45,46,46,47,50,50,49,47,46,45,45,44,43,43,42,41
03/28/89,41,41,41,41,41,41,41,41,42,44,46,48,50,49,44,45,44,43,43,42,42,41,41,41
03/29/89,40,41,40,41,40,39,40,42,44,46,49,49,50,51,51,51,51,49,46,44,43,43,42,40
03/30/89,40,40,39,38,39,39,42,43,44,50,48,49,47,45,46,45,46,46,45,44,44,44,44,43
03/31/89,43,42,42,41,40,41,41,41,43,45,45,48,49,42,47,47,46,43,43,42,42,42,42,41
04/01/89,41,40,40,39,40,40,40,40,41,43,44,46,46,49,49,46,48,46,44,42,42,41,40,40
04/02/89,40,40, 0,39,37,38,38,36,40,40,42,42,45,45,45,43,42,42,43,41,42,41,41,40
04/03/89,41,39,39,39,40,40,39,39,42,46,45,49,50,50,51,51,40,46,44,44,43,43,43,42
04/04/89,43,43,42,43,43,43,43,43,44,45,47,48,49,48,49,49,49,47,47,47,47,47,47,48
04/05/89,50,51,52,52,51,51,51,51,51,51,51,51,50,50,50,50,50,50,49,49,48,49,49,49
04/06/89,48,48,47,47,47,47,47,49,50,50,53,57,56,56,57,53,53,54,53,52,51,51,50,50
04/07/89,49,48,47,46,46,46,47,46,47,48,49,52,56,57,57,58,57,56,55,50,49,50,50,49
04/08/89,47,46,45,40,43,38,41,43,47,50,54,56,57,58,60,61,61,58,56,51,49,47,47,44
04/09/89,45,46,44,45,45,44,43,45,49,56,59,65,67,68,68,67,67,65,63,62,61,61,60,59
04/10/89,59,58,58,57,56,50,53,55,60,62,66,67,68,68,71,70,72,71,65,61,58,53,52,50
04/11/89,49,47,46,46,46,44,43,45,45,45,47,53,60,64,65,64,66,66,64,57,54,51,50,53
04/12/89,51,48,47,44,46,45,44,47,51,55,58,61,63,66,67,65,66,65,62,58,55,56,52,54
04/13/89,53,50,49,47,47,44,46,51,55,58,62,65,68,71,69,72,71,69,66,62,58,60,57,59
04/14/89,55,55,52,55,50,50,49,53,56,58,62,65,66,68,70,69,69,70,66,63,62,58,55,53
04/15/89,51,52,51,50,50,49,48,49,51,50,50,50,51,53,58,59,59,58,56,53,50,47,45,42
04/16/89,41,40,40,41,40,40,41,43,44,46,46,47,48,50,50,53,55,53,51,49,48,48,49,47
04/17/89,44,41,44,43,43,42,42,46,49,53,56,57,59,60,62,64,64,64,64,59,56,54,52,52
04/18/89,49,47,46,46,45,45,44,48,50,51,56,57,61,63,64,64,65,66,64,61,59,57,57,55
04/19/89,54,54,54,54,54,52,52,53,54,56,59,62,59,63,65,66,65,63,63,61,61,58,56,57
04/20/89,56,55,55,53,54,53,53,54,56,62,57,53,51,50,52,52,51,50,51,51,48,48,48,47
04/21/89,46,43,45,45,44,44,45,46,49,50,52,55,56,57,58,59,59,56,54,51,50,50,48,47
04/22/89,46,44,42,42,45,45,45,48,51,53,52,55,53,57,57,59,57,55,50,49,46,45,45,45
04/23/89,45,45,44,43,42,43,43,47,48,50,53,54,57,59,60,61,61,61,59,55,53,54,54,52
04/24/89,49,48,45,47,44,44,48,50,50,52,55,57,62,64,64,65,65,65,64,62,59,59,58,56
04/25/89,55,53,53,52,51,48,50,53,54,60,62,64,62,62,62,61,63,63,61,60,57,57,55,51
04/26/89,51,50,49,48,49,48,48,50,50,52,55,54,56,58,60,59,57,56,56,53,52,51,50,50
04/27/89,49,48,47,46,45,46,47,49,52,52,53,58,57,57,63,62,63,62,61,57,55,51,53,50
04/28/89,51,51,49,48,48,48,49,51,54,57,60,62,64,67,69,69,69,68,67,64,62,60,59,53
04/29/89,55,53,53,53,57,57,60,61,63,66,68,72,73,74,76,76,77,75,74,72,69,67,66,66
04/30/89,64,64,57,61,50,50,57,60,66,66,71,75,76,78,80,79,80,80,72,66,59,57,56,55
05/01/89,49,55,55,55,54,54,54,54,54,54,54,56,58,60,59,58,58,58,58,57,57,56,54,53
05/02/89,51,50,48,48,50,50,51,51,52,53,55,59,59,63,62,64,65,63,62,58,55,54,56,54
05/03/89,51,49,50,49,46,47,48,50,54,56,60,65,65,68,69,70,71,71,70,67,65,63,58,54
05/04/89,52,52,51,52,52,51,53,56,59,63,67,68,70,72,75,76,75,74,73,72,67,64,66,61
05/05/89,62,59,57,57,56,55,57,57,60,60,64,66,72,74,76,76,77,73,74,69,65,66,64,62
05/06/89,58,57,59,54,56,55,58,60,64,67,69,70,73,75,75,75,71,68,67,66,63,63,62,62
05/07/89,60,60,56,58,56,57,56,58,64,61,64,67,67,69,70,71,72,71,70,66,62,58,57,57
05/08/89,56,53,51,50,48,49,50,49,52,53,56,56,56,58,62,64,66,67,65,61,58,59,57,55
05/09/89,54,50,51,52,52,52,52,52,53,53,54,55,58,56,54,53,51,52,53,50,50,49,49,50
05/10/89,48,48,47,46,45,46,46,47,48,51,56,58,59,56,57,55,57,54,53,52,50,46,44,44
05/11/89,44,42,41,40,40,41,42,46,49,50,54,56,58,58,61,58,57,57,54,53,51,51,53,49
05/12/89,49,48,48,47,46,46,45,49,51,55,53,58,59,58,59,62,63,62,61,58,54,51,49,51
05/13/89,50,48,47,48,47,42,46,51,53,57,60,62,64,67,67,68,69,68,64,63,60,56,58,56
05/14/89,55,54,51,52,50,47,51,54,58,62,66,69,70,72,73,74,74,73,72,68,61,63,62,59
05/15/89,58,55,50,52,50,50,53,56,59,63,66,69,72,73,74,74,75,76,70,68,63,57,55,54
05/16/89,53,53,53,53,53,53,53,53,54,55,57,59,61,64,63,63,59,58,57,55,54,53,52,51
05/17/89,51,51,50,50,49,48,48,48,49,51,52,53,51,50,49,49,49,50,49,46,45,44,45,43
05/18/89,43,43,43,44,44,42,42,43,43,45,47,50,53,54,57,54,56,57,55,52,50,48,48,47
05/19/89,47,46,46,46,47,46,47,47,48,51,55,58,57,57,58,57,58,58,57,56,54,53,51,50
05/20/89,48,48,47,46,46,46,47,48,51,54,57,59,61,62,63,64,64,62,63,57,54,51,50,48
05/21/89,48,45,44,44,44,42,45,47,48,50,53,56,55,57,60,61,61,60,60,58,56,55,53,51
05/22/89,51,51,50,50,49,49,50,51,52,55,55,58,59,61,61,60,60,62,59,58,55,55,53,53
05/23/89,50,48,48,47,47,46,47,48,48,50,53,56,52,58,59,56,51,47,48,48,47,46,45,45
05/24/89,46,46,46,46,46,46,46,48,50,53,53,56,57,59,59,60,61,60,55,54,53,51,51,49
05/25/89,47,48,48,47,47,46,48,51,54,56,58,59,60,61,62,62,59,59,58,56,54,53,51,51
05/26/89,51,50,50,50,50,50,51,51,53,52,55,55,56,54,57,56,56,54,54,53,53,52,52,50
05/27/89,49,46,46,46,46,46,46,46,47,49,50,51,55,57,57,58,58,55,54,52,51,50,50,49
05/28/89,47,47,47,47,47,47,47,47,47,50,50,51,51,51,52,52,51,50,50,49,49,49,49,49
05/29/89,49,49,49,49,49,49,50,50,51,51,51,52,56,59,58,60,61,62,61,60,55,52,52,52
